frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m,llm_verified_step,llm_verified_name,llm_confidence,llm_reason
1,8.022,2026-09-10T11:21:57.241071Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,14.1,CLOSED,0.109,0.108,1.1,0.082,-0.605,1.655,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.0,649.0,1281.3,976.1,0.107,-0.698,2.385,850.5,655.4,1274.4,981.5,DOCKED,1,0.736,0,IDLE,1.0,Deterministic validation consensus.
2,8.741,2026-09-10T11:21:57.960111Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,26.0,OPEN,0.108,0.107,1.1,0.096,-0.718,1.962,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.1,648.2,1282.5,975.8,0.107,-0.699,2.384,850.6,655.8,1274.1,980.4,DOCKED,1,0.423,0,IDLE,1.0,Deterministic validation consensus.
3,9.102,2026-09-10T11:21:58.320339Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,35.2,OPEN,0.107,0.108,1.1,0.102,-0.763,2.088,145.0,0.0,-137.7,1,0.108,-0.704,2.382,844.1,649.0,1282.6,976.5,0.105,-0.699,2.384,847.5,655.8,1274.4,979.1,DOCKED,1,0.303,0,IDLE,1.0,Deterministic validation consensus.
4,9.561,2026-09-10T11:21:58.779396Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,43.1,OPEN,0.104,0.107,1.1,0.103,-0.786,2.147,145.0,0.0,-137.7,1,0.108,-0.704,2.381,843.8,648.6,1282.5,976.3,0.105,-0.7,2.384,846.2,654.8,1274.2,978.9,APPROACHED,1,0.251,0,IDLE,1.0,Deterministic validation consensus.
5,9.957,2026-09-10T11:21:59.175891Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,48.9,OPEN,0.104,0.109,1.1,0.103,-0.796,2.177,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.4,648.7,1282.4,975.8,0.107,-0.7,2.384,850.8,653.3,1274.1,980.8,APPROACHED,1,0.228,0,IDLE,1.0,Deterministic validation consensus.
6,10.248,2026-09-10T11:21:59.467206Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,52.4,OPEN,0.106,0.108,1.1,0.104,-0.801,2.192,145.0,0.0,-137.7,1,0.108,-0.704,2.381,843.1,648.3,1282.9,976.6,0.105,-0.7,2.383,847.1,653.6,1274.5,978.7,APPROACHED,1,0.216,0,IDLE,1.0,Deterministic validation consensus.
7,11.075,2026-09-10T11:22:00.294300Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,54.5,OPEN,0.107,0.108,1.1,0.106,-0.804,2.199,145.0,0.0,-137.7,1,0.108,-0.704,2.382,844.1,648.5,1282.2,976.9,0.105,-0.7,2.384,847.3,655.5,1274.6,978.4,APPROACHED,1,0.212,1,BOX_OPENED,1.0,Deterministic validation consensus.
8,11.634,2026-09-10T11:22:00.852426Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,55.6,OPEN,0.105,0.109,1.1,0.105,-0.805,2.203,145.0,0.0,-137.7,1,0.108,-0.703,2.382,844.5,648.8,1282.7,977.5,0.105,-0.7,2.384,847.8,654.3,1274.1,978.8,APPROACHED,1,0.208,1,BOX_OPENED,1.0,Deterministic validation consensus.
9,11.793,2026-09-10T11:22:01.011312Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,56.1,OPEN,0.1,0.109,1.1,0.103,-0.805,2.205,145.0,0.0,-137.7,1,0.108,-0.703,2.382,845.5,649.8,1282.3,977.0,0.107,-0.699,2.384,851.1,655.8,1273.4,980.3,APPROACHED,1,0.208,1,BOX_OPENED,1.0,Deterministic validation consensus.
10,12.08,2026-09-10T11:22:01.298799Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,57.0,OPEN,0.105,0.11,1.1,0.104,-0.805,2.206,145.0,0.0,-137.7,1,0.109,-0.703,2.382,844.9,649.3,1283.2,977.0,0.105,-0.7,2.383,847.1,653.8,1274.0,979.2,APPROACHED,1,0.206,1,BOX_OPENED,1.0,Deterministic validation consensus.
11,12.705,2026-09-10T11:22:01.924216Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,57.8,OPEN,0.108,0.109,1.1,0.106,-0.805,2.207,145.0,0.0,-137.7,1,0.108,-0.704,2.381,845.0,647.9,1282.5,976.1,0.106,-0.7,2.384,848.5,655.2,1274.2,978.5,APPROACHED,1,0.206,1,BOX_OPENED,1.0,Deterministic validation consensus.
12,13.118,2026-09-10T11:22:02.337015Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,57.9,OPEN,0.106,0.111,1.1,0.106,-0.805,2.207,145.0,0.0,-137.7,1,0.108,-0.704,2.381,843.9,648.3,1282.8,975.7,0.105,-0.699,2.384,847.4,655.6,1274.2,979.1,APPROACHED,1,0.206,1,BOX_OPENED,1.0,Deterministic validation consensus.
13,13.765,2026-09-10T11:22:02.984100Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,58.6,OPEN,0.107,0.111,1.1,0.107,-0.804,2.208,145.0,0.0,-137.7,1,0.108,-0.703,2.382,844.1,649.5,1283.0,976.7,0.105,-0.7,2.384,847.8,654.6,1273.8,979.3,APPROACHED,1,0.205,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
14,14.182,2026-09-10T11:22:03.400372Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,58.7,OPEN,0.105,0.11,1.1,0.106,-0.805,2.208,145.0,0.0,-137.7,1,0.108,-0.703,2.382,844.1,649.2,1282.6,976.3,0.104,-0.7,2.384,846.1,653.8,1273.3,979.7,APPROACHED,1,0.205,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
15,14.362,2026-09-10T11:22:03.581154Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,59.5,OPEN,0.104,0.109,1.1,0.105,-0.805,2.207,145.0,0.0,-137.7,1,0.109,-0.703,2.382,844.4,649.2,1283.6,977.9,0.106,-0.699,2.384,850.4,654.2,1273.2,981.9,APPROACHED,1,0.207,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
16,15.124,2026-09-10T11:22:04.342667Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,59.8,OPEN,0.106,0.109,1.1,0.105,-0.805,2.207,145.0,0.0,-137.7,1,0.108,-0.703,2.382,844.1,648.7,1283.2,977.8,0.105,-0.7,2.383,846.9,653.5,1273.6,978.9,APPROACHED,1,0.205,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
17,15.659,2026-09-10T11:22:04.878124Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,59.7,OPEN,0.106,0.108,1.1,0.106,-0.806,2.207,145.0,0.0,-137.7,1,0.108,-0.704,2.381,844.0,648.2,1283.0,976.8,0.104,-0.7,2.383,846.5,653.1,1273.7,979.2,APPROACHED,1,0.205,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
18,16.37,2026-09-10T11:22:05.588733Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,59.1,OPEN,0.107,0.109,1.1,0.106,-0.806,2.207,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.2,648.5,1282.8,976.4,0.104,-0.7,2.383,846.0,653.6,1273.9,979.1,APPROACHED,1,0.206,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
19,16.843,2026-09-10T11:22:06.062073Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,59.3,OPEN,0.107,0.11,1.1,0.107,-0.805,2.207,145.0,0.0,-137.7,1,0.108,-0.704,2.382,843.5,648.8,1283.1,976.7,0.105,-0.7,2.383,848.0,654.6,1273.8,978.5,APPROACHED,1,0.205,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
20,17.317,2026-09-10T11:22:06.535964Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,59.2,OPEN,0.105,0.11,1.1,0.106,-0.805,2.207,145.0,0.0,-137.7,1,0.108,-0.704,2.381,844.4,648.5,1282.5,976.6,0.105,-0.7,2.384,847.3,654.8,1274.2,979.2,APPROACHED,1,0.206,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
21,17.799,2026-09-10T11:22:07.017865Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,58.8,OPEN,0.107,0.109,1.1,0.107,-0.806,2.207,145.0,0.0,-137.7,1,0.108,-0.704,2.381,843.9,648.4,1282.9,976.5,0.104,-0.7,2.383,846.0,652.6,1273.7,980.2,APPROACHED,1,0.205,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
22,18.237,2026-09-10T11:22:07.455492Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,58.7,OPEN,0.103,0.11,1.1,0.105,-0.805,2.207,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.7,648.3,1281.7,976.3,0.105,-0.7,2.383,846.7,653.5,1273.6,978.9,APPROACHED,1,0.205,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
23,18.412,2026-09-10T11:22:07.630494Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,58.9,OPEN,0.101,0.109,1.1,0.103,-0.805,2.207,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.7,648.9,1282.1,976.2,0.105,-0.7,2.384,846.9,654.9,1273.6,979.0,APPROACHED,1,0.206,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
24,18.902,2026-09-10T11:22:08.121040Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,58.6,OPEN,0.103,0.11,1.1,0.103,-0.805,2.208,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.5,649.1,1282.1,976.1,0.108,-0.701,2.383,852.5,652.5,1274.3,978.4,APPROACHED,1,0.204,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
25,19.072,2026-09-10T11:22:08.290885Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,58.8,OPEN,0.105,0.11,1.1,0.104,-0.805,2.208,145.0,0.0,-137.7,1,0.107,-0.703,2.382,844.1,649.2,1281.9,976.5,0.108,-0.701,2.383,853.4,653.5,1274.3,977.9,APPROACHED,1,0.204,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
26,19.831,2026-09-10T11:22:09.050163Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,59.1,OPEN,0.105,0.109,1.1,0.105,-0.805,2.207,145.0,0.0,-137.7,1,0.107,-0.703,2.382,843.4,649.2,1282.4,977.2,0.105,-0.7,2.384,847.1,655.3,1274.1,979.1,APPROACHED,1,0.206,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
27,20.254,2026-09-10T11:22:09.472506Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,59.0,OPEN,0.105,0.109,1.1,0.105,-0.805,2.207,145.0,0.0,-137.7,1,0.107,-0.703,2.382,843.7,648.9,1281.8,976.8,0.107,-0.699,2.384,851.3,654.7,1273.3,980.9,APPROACHED,1,0.206,2,OBJECT_EXTRACTED,1.0,Deterministic validation consensus.
