frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m,llm_verified_step,llm_verified_name,llm_confidence,llm_reason
1,8.352,2026-09-10T08:43:42.288665Z,50.6,0,IDLE,IDLE,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.724,-0.287,1.1,-0.543,-0.861,1.507,145.0,0.0,-137.7,1,-0.801,-1.145,2.127,0.0,168.0,384.0,480.0,-0.382,-1.349,1.951,515.0,0.0,640.0,100.0,RELEASED,0,0.679,0,IDLE,1.0,Deterministic validation consensus.
2,8.643,2026-09-10T08:43:42.579351Z,0.4,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.236,1.1,-0.6,-1.05,1.912,145.0,0.0,-137.7,1,-0.668,-1.145,2.127,0.0,168.0,640.0,480.0,-0.712,-0.996,2.155,184.0,436.0,311.0,480.0,APPROACHED,1,0.273,0,IDLE,1.0,Deterministic validation consensus.
3,8.766,2026-09-10T08:43:42.701951Z,6.6,0,IDLE,IDLE,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.312,1.1,-0.429,-1.048,2.004,145.0,0.0,-137.7,1,-0.699,-1.176,2.109,0.0,168.0,580.0,411.0,-0.765,-1.018,2.142,129.0,385.0,261.0,480.0,DOCKED,1,0.365,0,IDLE,1.0,Deterministic validation consensus.
4,8.88,2026-09-10T08:43:42.815911Z,8.3,0,IDLE,IDLE,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.337,1.1,-0.396,-1.103,2.01,145.0,0.0,-137.7,1,-0.752,-1.193,2.099,0.0,168.0,478.0,375.0,-0.855,-1.038,2.131,5.0,339.0,204.0,480.0,DOCKED,1,0.479,0,IDLE,1.0,Deterministic validation consensus.
5,8.982,2026-09-10T08:43:42.918058Z,9.0,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.352,1.1,-0.391,-1.122,2.017,145.0,0.0,-137.7,1,-0.788,-1.213,2.087,0.0,168.0,410.0,329.0,-0.64,-1.244,2.012,275.0,137.0,365.0,207.0,APPROACHED,1,0.278,0,IDLE,1.0,Deterministic validation consensus.
6,9.086,2026-09-10T08:43:43.022478Z,10.2,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.356,1.1,-0.404,-1.134,2.018,145.0,0.0,-137.7,1,-0.81,-1.218,2.084,0.0,168.0,367.0,318.0,-0.64,-1.248,2.009,275.0,132.0,365.0,202.0,APPROACHED,1,0.262,0,IDLE,1.0,Deterministic validation consensus.
7,9.192,2026-09-10T08:43:43.128340Z,9.2,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.363,1.1,-0.405,-1.137,2.021,145.0,0.0,-137.7,1,-0.824,-1.23,2.077,0.0,168.0,341.0,292.0,-0.64,-1.253,2.006,275.0,126.0,365.0,196.0,APPROACHED,1,0.262,0,IDLE,1.0,Deterministic validation consensus.
8,9.307,2026-09-10T08:43:43.243240Z,9.1,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.36,1.1,-0.411,-1.139,2.021,145.0,0.0,-137.7,1,-0.817,-1.22,2.083,0.0,168.0,354.0,314.0,-0.64,-1.251,2.008,275.0,129.0,365.0,199.0,APPROACHED,1,0.255,0,IDLE,1.0,Deterministic validation consensus.
9,9.404,2026-09-10T08:43:43.340096Z,9.6,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.378,1.1,-0.425,-1.15,2.015,145.0,0.0,-137.7,1,-0.791,-1.186,2.103,0.0,168.0,403.0,390.0,-0.64,-1.268,1.998,275.0,109.0,365.0,179.0,RELEASED,0,0.246,0,IDLE,1.0,Deterministic validation consensus.
10,9.523,2026-09-10T08:43:43.459371Z,9.6,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.382,1.1,-0.439,-1.169,2.004,145.0,0.0,-137.7,1,-0.79,-1.206,2.091,0.0,168.0,405.0,345.0,-0.64,-1.271,1.996,275.0,106.0,365.0,176.0,RELEASED,0,0.226,0,IDLE,1.0,Deterministic validation consensus.
