frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m,llm_verified_step,llm_verified_name,llm_confidence,llm_reason
1,9.334,2026-09-10T11:04:39.263100Z,4.2,0,IDLE,IDLE,NONE,System initialized. Please open the box.,14.1,CLOSED,0.109,0.108,1.1,0.083,-0.612,1.674,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.0,649.0,1281.3,976.1,0.107,-0.698,2.385,850.5,655.4,1274.4,981.5,DOCKED,1,0.716,0,IDLE,1.0,System initialized. Awaiting box opening.
2,10.072,2026-09-10T11:04:40.001022Z,0.1,0,IDLE,APPROACH RED BOX,NONE,System initialized. Please open the box.,26.0,OPEN,0.108,0.107,1.1,0.113,-0.846,2.313,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.1,648.2,1282.5,975.8,0.107,-0.699,2.384,850.6,655.8,1274.1,980.4,APPROACHED,1,0.164,0,IDLE,1.0,System initialized. Awaiting box opening.
3,10.697,2026-09-10T11:04:40.626639Z,1.4,0,IDLE,APPROACH RED BOX,NONE,System initialized. Please open the box.,35.2,OPEN,0.107,0.108,1.1,0.106,-0.799,2.186,145.0,0.0,-137.7,1,0.108,-0.704,2.382,844.1,649.0,1282.6,976.5,0.105,-0.699,2.384,847.5,655.8,1274.4,979.1,APPROACHED,1,0.222,0,IDLE,1.0,System initialized. Awaiting box opening.
4,11.488,2026-09-10T11:04:41.417597Z,1.6,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,43.1,OPEN,0.104,0.107,1.1,0.105,-0.804,2.197,145.0,0.0,-137.7,1,0.108,-0.704,2.381,843.8,648.6,1282.5,976.3,0.105,-0.7,2.384,846.2,654.8,1274.2,978.9,APPROACHED,1,0.214,0,IDLE,1.0,System initialized. Awaiting box opening.
5,15.253,2026-09-10T11:04:45.182101Z,1.3,0,IDLE,APPROACH RED BOX,NONE,System initialized. Please open the box.,48.9,OPEN,0.104,0.109,1.1,0.104,-0.805,2.202,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.4,648.7,1282.4,975.8,0.107,-0.7,2.384,850.8,653.3,1274.1,980.8,APPROACHED,1,0.21,0,IDLE,1.0,System initialized. Awaiting box opening.
6,17.89,2026-09-10T11:04:47.819016Z,0.3,0,IDLE,APPROACH RED BOX,NONE,System initialized. Please open the box.,52.4,OPEN,0.106,0.108,1.1,0.105,-0.806,2.206,145.0,0.0,-137.7,1,0.108,-0.704,2.381,843.1,648.3,1282.9,976.6,0.105,-0.7,2.383,847.1,653.6,1274.5,978.7,APPROACHED,1,0.207,0,IDLE,1.0,System initialized. Awaiting box opening.
7,19.507,2026-09-10T11:04:49.436220Z,0.4,1,BOX_OPENED,APPROACH RED BOX,NONE,Box opened. Next step: Please take out the object.,54.5,OPEN,0.107,0.108,1.1,0.107,-0.806,2.207,145.0,0.0,-137.7,1,0.108,-0.704,2.382,844.1,648.5,1282.2,976.9,0.105,-0.7,2.384,847.3,655.5,1274.6,978.4,APPROACHED,1,0.207,0,IDLE,1.0,System initialized. Awaiting box opening.
8,21.852,2026-09-10T11:04:51.781615Z,0.6,1,BOX_OPENED,APPROACH RED BOX,NONE,Box opened. Next step: Please take out the object.,55.6,OPEN,0.105,0.109,1.1,0.105,-0.806,2.207,145.0,0.0,-137.7,1,0.108,-0.703,2.382,844.5,648.8,1282.7,977.5,0.105,-0.7,2.384,847.8,654.3,1274.1,978.8,APPROACHED,1,0.206,0,IDLE,1.0,System initialized. Awaiting box opening.
9,25.354,2026-09-10T11:04:55.283111Z,0.4,1,BOX_OPENED,APPROACH RED BOX,NONE,Box opened. Next step: Please take out the object.,56.1,OPEN,0.1,0.109,1.1,0.102,-0.806,2.207,145.0,0.0,-137.7,1,0.108,-0.703,2.382,845.5,649.8,1282.3,977.0,0.107,-0.699,2.384,851.1,655.8,1273.4,980.3,APPROACHED,1,0.207,1,BOX_OPENED,0.88,Container lid elevated (33.5 deg) indicating opened state.
10,25.721,2026-09-10T11:04:55.650561Z,0.3,1,BOX_OPENED,APPROACH RED BOX,NONE,Box opened. Next step: Please take out the object.,57.0,OPEN,0.105,0.11,1.1,0.104,-0.805,2.207,145.0,0.0,-137.7,1,0.109,-0.703,2.382,844.9,649.3,1283.2,977.0,0.105,-0.7,2.383,847.1,653.8,1274.0,979.2,APPROACHED,1,0.205,1,BOX_OPENED,0.88,Container lid elevated (33.5 deg) indicating opened state.
