frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m,llm_verified_step,llm_verified_name,llm_confidence,llm_reason
1,9.207,2026-09-10T10:56:59.339727Z,49.3,0,IDLE,IDLE,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.802,-0.282,1.1,-0.602,-0.858,1.509,145.0,0.0,-137.7,1,-0.877,-1.176,2.109,0.0,168.0,240.0,412.0,-0.75,-1.257,2.004,104.0,20.0,316.0,293.0,RELEASED,0,0.653,0,IDLE,1.0,System initialized. Awaiting box opening.
2,9.734,2026-09-10T10:56:59.866843Z,0.4,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.241,1.1,-0.615,-1.052,1.911,145.0,0.0,-137.7,1,-0.668,-1.144,2.127,0.0,171.0,640.0,480.0,-0.697,-1.185,2.046,41.0,0.0,486.0,480.0,APPROACHED,1,0.206,0,IDLE,1.0,System initialized. Awaiting box opening.
3,9.896,2026-09-10T10:57:00.028411Z,5.4,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.241,1.1,-0.5,-1.059,1.998,145.0,0.0,-137.7,1,-0.668,-1.108,2.148,0.0,251.0,640.0,480.0,-0.631,-1.185,2.046,81.0,0.0,578.0,480.0,RELEASED,0,0.188,0,IDLE,1.0,System initialized. Awaiting box opening.
4,10.044,2026-09-10T10:57:00.176291Z,6.6,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.241,1.1,-0.486,-1.068,2.03,145.0,0.0,-137.7,1,-0.641,-1.119,2.141,52.0,225.0,640.0,480.0,-0.636,-1.195,2.04,77.0,0.0,571.0,457.0,APPROACHED,1,0.197,0,IDLE,1.0,System initialized. Awaiting box opening.
5,10.188,2026-09-10T10:57:00.320564Z,6.7,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.612,-0.241,1.1,-0.554,-1.09,2.031,145.0,0.0,-137.7,1,-0.548,-1.102,2.152,229.0,264.0,640.0,480.0,-0.627,-1.187,2.045,41.0,1.0,625.0,474.0,RELEASED,0,0.122,0,IDLE,1.0,System initialized. Awaiting box opening.
6,10.447,2026-09-10T10:57:00.580068Z,5.7,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.583,-0.241,1.1,-0.57,-1.1,2.032,145.0,0.0,-137.7,1,-0.577,-1.059,2.176,175.0,358.0,640.0,480.0,-0.586,-1.185,2.046,192.0,0.0,555.0,480.0,EXTRACTED,0,0.088,0,IDLE,1.0,System initialized. Awaiting box opening.
7,10.654,2026-09-10T10:57:00.786769Z,3.4,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.719,-0.241,1.1,-0.637,-1.105,2.033,145.0,0.0,-137.7,1,-0.68,-1.145,2.127,52.0,168.0,565.0,480.0,-0.762,-1.079,2.107,123.0,244.0,273.0,480.0,APPROACHED,1,0.148,0,IDLE,1.0,System initialized. Awaiting box opening.
8,10.785,2026-09-10T10:57:00.918023Z,7.3,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,0.0,CLOSED,-0.315,-0.323,1.1,-0.537,-1.144,2.012,145.0,0.0,-137.7,1,-0.964,-1.213,2.088,0.0,168.0,73.0,331.0,-0.407,-1.094,2.098,466.0,217.0,640.0,472.0,RELEASED,0,0.164,0,IDLE,1.0,System initialized. Awaiting box opening.
9,10.914,2026-09-10T10:57:01.046688Z,7.5,0,IDLE,IDLE,NONE,System initialized. Please open the box.,0.0,CLOSED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.402,-1.145,2.127,509.0,168.0,640.0,480.0,-0.38,-1.107,2.091,519.0,214.0,640.0,446.0,DOCKED,1,0.5,0,IDLE,1.0,System initialized. Awaiting box opening.
10,11.051,2026-09-10T10:57:01.183524Z,7.8,0,IDLE,IDLE,NONE,System initialized. Please open the box.,0.0,CLOSED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.668,-1.13,2.135,140.8,230.4,499.2,451.2,-0.35,-1.177,2.05,579.0,188.0,640.0,310.0,DOCKED,1,0.5,0,IDLE,1.0,System initialized. Awaiting box opening.
