frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m,llm_verified_step,llm_verified_name,llm_confidence,llm_reason
1,2.319,2026-09-10T10:56:43.991550Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,14.1,CLOSED,0.109,0.108,1.1,0.082,-0.605,1.655,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.0,649.0,1281.3,976.1,0.107,-0.698,2.385,850.5,655.4,1274.4,981.5,DOCKED,1,0.736,0,IDLE,1.0,Deterministic validation consensus.
2,2.413,2026-09-10T10:56:44.085708Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,26.0,OPEN,0.108,0.107,1.1,0.096,-0.718,1.962,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.1,648.2,1282.5,975.8,0.107,-0.699,2.384,850.6,655.8,1274.1,980.4,DOCKED,1,0.423,0,IDLE,1.0,Deterministic validation consensus.
3,2.524,2026-09-10T10:56:44.197047Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,35.2,OPEN,0.107,0.108,1.1,0.102,-0.763,2.088,145.0,0.0,-137.7,1,0.108,-0.704,2.382,844.1,649.0,1282.6,976.5,0.105,-0.699,2.384,847.5,655.8,1274.4,979.1,DOCKED,1,0.303,0,IDLE,1.0,Deterministic validation consensus.
4,2.614,2026-09-10T10:56:44.286720Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,43.1,OPEN,0.104,0.107,1.1,0.103,-0.786,2.148,145.0,0.0,-137.7,1,0.108,-0.704,2.381,843.8,648.6,1282.5,976.3,0.105,-0.7,2.384,846.2,654.8,1274.2,978.9,APPROACHED,1,0.251,0,IDLE,1.0,Deterministic validation consensus.
5,2.709,2026-09-10T10:56:44.382008Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,48.9,OPEN,0.104,0.109,1.1,0.103,-0.796,2.178,145.0,0.0,-137.7,1,0.107,-0.704,2.381,843.4,648.7,1282.4,975.8,0.107,-0.7,2.384,850.8,653.3,1274.1,980.8,APPROACHED,1,0.228,0,IDLE,1.0,Deterministic validation consensus.
6,2.799,2026-09-10T10:56:44.472034Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,52.4,OPEN,0.106,0.108,1.1,0.104,-0.801,2.192,145.0,0.0,-137.7,1,0.108,-0.704,2.381,843.1,648.3,1282.9,976.6,0.105,-0.7,2.383,847.1,653.6,1274.5,978.7,APPROACHED,1,0.216,0,IDLE,1.0,Deterministic validation consensus.
7,2.923,2026-09-10T10:56:44.595869Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,54.5,OPEN,0.107,0.108,1.1,0.106,-0.804,2.2,145.0,0.0,-137.7,1,0.108,-0.704,2.382,844.1,648.5,1282.2,976.9,0.105,-0.7,2.384,847.3,655.5,1274.6,978.4,APPROACHED,1,0.211,1,BOX_OPENED,1.0,Deterministic validation consensus.
8,3.042,2026-09-10T10:56:44.715107Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,55.6,OPEN,0.105,0.109,1.1,0.105,-0.805,2.203,145.0,0.0,-137.7,1,0.108,-0.703,2.382,844.5,648.8,1282.7,977.5,0.105,-0.7,2.384,847.8,654.3,1274.1,978.8,APPROACHED,1,0.208,1,BOX_OPENED,1.0,Deterministic validation consensus.
9,3.16,2026-09-10T10:56:44.832520Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,56.1,OPEN,0.1,0.109,1.1,0.103,-0.805,2.205,145.0,0.0,-137.7,1,0.108,-0.703,2.382,845.5,649.8,1282.3,977.0,0.107,-0.699,2.384,851.1,655.8,1273.4,980.3,APPROACHED,1,0.208,1,BOX_OPENED,1.0,Deterministic validation consensus.
10,3.247,2026-09-10T10:56:44.919975Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,57.0,OPEN,0.105,0.11,1.1,0.104,-0.805,2.206,145.0,0.0,-137.7,1,0.109,-0.703,2.382,844.9,649.3,1283.2,977.0,0.105,-0.7,2.383,847.1,653.8,1274.0,979.2,APPROACHED,1,0.206,1,BOX_OPENED,1.0,Deterministic validation consensus.
