frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m,llm_verified_step,llm_verified_name,llm_confidence,llm_reason
1,2.314,2026-09-10T08:58:00.504645Z,22.0,0,IDLE,IDLE,NONE,System initialized. Please open the box.,13.3,CLOSED,-0.338,-0.277,1.1,-0.253,-0.856,1.511,145.0,0.0,-137.7,1,0.102,-0.701,2.383,840.2,655.6,1274.7,975.2,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,RELEASED,0,0.636,0,IDLE,1.0,System initialized. Awaiting box opening.
2,2.471,2026-09-10T08:58:00.661819Z,0.6,0,IDLE,APPROACH COMPONENT BOX,NONE,System initialized. Please open the box.,24.4,OPEN,-0.335,-0.277,1.1,-0.315,-1.07,1.89,145.0,0.0,-137.7,1,0.102,-0.701,2.383,840.6,655.1,1274.9,975.3,-0.35,-1.176,2.051,565.0,215.0,655.0,285.0,RELEASED,0,0.196,0,IDLE,1.0,System initialized. Awaiting box opening.
3,2.58,2026-09-10T08:58:00.771311Z,8.8,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the box.,33.2,OPEN,-0.337,-0.277,1.1,-0.327,-1.11,1.962,145.0,0.0,-137.7,1,0.101,-0.702,2.382,840.2,654.0,1274.1,974.8,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.114,0,IDLE,1.0,System initialized. Awaiting box opening.
4,2.679,2026-09-10T08:58:00.869626Z,9.3,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the box.,40.6,OPEN,-0.338,-0.277,1.1,-0.335,-1.128,1.993,145.0,0.0,-137.7,1,0.102,-0.702,2.383,841.0,654.7,1274.3,974.6,-0.354,-1.176,2.051,561.0,215.0,651.0,285.0,EXTRACTED,0,0.078,0,IDLE,1.0,System initialized. Awaiting box opening.
5,2.784,2026-09-10T08:58:00.975050Z,9.5,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the box.,46.4,OPEN,-0.34,-0.277,1.1,-0.338,-1.134,2.004,145.0,0.0,-137.7,1,0.104,-0.702,2.383,842.1,653.7,1276.3,975.8,-0.355,-1.176,2.051,560.0,215.0,650.0,285.0,EXTRACTED,0,0.066,0,IDLE,1.0,System initialized. Awaiting box opening.
6,2.889,2026-09-10T08:58:01.079631Z,9.8,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the box.,49.6,OPEN,-0.338,-0.276,1.1,-0.338,-1.137,2.009,145.0,0.0,-137.7,1,0.103,-0.702,2.383,841.7,654.1,1275.0,975.2,-0.354,-1.175,2.051,561.0,216.0,651.0,286.0,EXTRACTED,0,0.059,0,IDLE,1.0,System initialized. Awaiting box opening.
7,3.008,2026-09-10T08:58:01.199281Z,9.5,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Box opened. Next step: Please take out the object.,51.2,OPEN,-0.337,-0.276,1.1,-0.336,-1.138,2.012,145.0,0.0,-137.7,1,0.104,-0.701,2.383,842.6,656.2,1275.8,975.8,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.057,0,IDLE,1.0,System initialized. Awaiting box opening.
8,3.115,2026-09-10T08:58:01.305681Z,8.4,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Box opened. Next step: Please take out the object.,51.8,OPEN,-0.337,-0.276,1.1,-0.337,-1.139,2.013,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.6,655.2,1274.6,975.6,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.055,0,IDLE,1.0,System initialized. Awaiting box opening.
9,3.222,2026-09-10T08:58:01.412854Z,9.2,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Box opened. Next step: Please take out the object.,52.2,OPEN,-0.336,-0.276,1.1,-0.336,-1.139,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.5,656.0,1274.9,975.6,-0.351,-1.175,2.051,564.0,216.0,654.0,286.0,EXTRACTED,0,0.054,0,IDLE,1.0,System initialized. Awaiting box opening.
10,3.321,2026-09-10T08:58:01.512177Z,9.7,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Box opened. Next step: Please take out the object.,52.9,OPEN,-0.337,-0.277,1.1,-0.336,-1.139,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,843.0,656.2,1274.9,975.8,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.054,0,IDLE,1.0,System initialized. Awaiting box opening.
