frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m,llm_verified_step,llm_verified_name,llm_confidence,llm_reason
1,2.336,2026-09-10T09:04:41.102706Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,13.3,CLOSED,0.083,0.208,1.1,0.062,-0.54,1.693,145.0,0.0,-137.7,1,0.102,-0.701,2.383,840.2,655.6,1274.7,975.2,0.027,-0.725,2.311,854.0,744.0,1120.0,798.0,DOCKED,1,0.647,0,IDLE,1.0,Deterministic validation consensus.
2,2.463,2026-09-10T09:04:41.230288Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,24.4,OPEN,0.083,0.202,1.1,0.074,-0.643,2.005,145.0,0.0,-137.7,1,0.102,-0.701,2.383,840.6,655.1,1274.9,975.3,0.007,-0.726,2.311,854.0,749.0,1080.0,790.0,DOCKED,1,0.323,0,IDLE,1.0,Deterministic validation consensus.
3,2.556,2026-09-10T09:04:41.323452Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,33.2,OPEN,0.082,0.211,1.1,0.078,-0.682,2.136,145.0,0.0,-137.7,1,0.101,-0.702,2.382,840.2,654.0,1274.1,974.8,0.015,-0.687,2.333,854.0,742.0,1096.0,888.0,APPROACHED,1,0.207,0,IDLE,1.0,Deterministic validation consensus.
4,2.655,2026-09-10T09:04:41.422110Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,40.6,OPEN,0.081,0.207,1.1,0.08,-0.701,2.198,145.0,0.0,-137.7,1,0.102,-0.702,2.383,841.0,654.7,1274.3,974.6,-0.061,-0.594,2.387,862.0,888.0,936.0,956.0,APPROACHED,1,0.259,0,IDLE,1.0,Deterministic validation consensus.
5,2.756,2026-09-10T09:04:41.522967Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,46.4,OPEN,0.08,0.208,1.1,0.08,-0.711,2.228,145.0,0.0,-137.7,1,0.104,-0.702,2.383,842.1,653.7,1276.3,975.8,0.117,-0.722,2.313,1002.0,742.0,1152.0,806.0,GRASPED,1,0.093,0,IDLE,1.0,Deterministic validation consensus.
6,2.856,2026-09-10T09:04:41.623366Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,49.6,OPEN,0.08,0.208,1.1,0.08,-0.716,2.244,145.0,0.0,-137.7,1,0.103,-0.702,2.383,841.7,654.1,1275.0,975.2,-0.02,-0.72,2.314,854.0,752.0,1026.0,802.0,APPROACHED,1,0.123,0,IDLE,1.0,Deterministic validation consensus.
7,2.996,2026-09-10T09:04:41.763062Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,51.2,OPEN,0.081,0.208,1.1,0.081,-0.718,2.25,145.0,0.0,-137.7,1,0.104,-0.701,2.383,842.6,656.2,1275.8,975.8,0.076,-0.726,2.311,916.0,737.0,1156.0,802.0,GRASPED,1,0.061,1,BOX_OPENED,1.0,Deterministic validation consensus.
8,3.092,2026-09-10T09:04:41.858720Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,51.8,OPEN,0.079,0.209,1.1,0.08,-0.719,2.254,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.6,655.2,1274.6,975.6,0.039,-0.723,2.312,884.0,744.0,1114.0,802.0,GRASPED,1,0.072,1,BOX_OPENED,1.0,Deterministic validation consensus.
9,3.2,2026-09-10T09:04:41.966757Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,52.2,OPEN,0.079,0.21,1.1,0.079,-0.718,2.256,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.5,656.0,1274.9,975.6,0.039,-0.721,2.314,888.0,750.0,1110.0,802.0,GRASPED,1,0.071,1,BOX_OPENED,1.0,Deterministic validation consensus.
10,3.312,2026-09-10T09:04:42.079368Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,52.9,OPEN,0.08,0.21,1.1,0.08,-0.718,2.257,145.0,0.0,-137.7,1,0.103,-0.701,2.383,843.0,656.2,1274.9,975.8,0.096,-0.732,2.307,888.0,734.0,1224.0,792.0,GRASPED,1,0.055,1,BOX_OPENED,1.0,Deterministic validation consensus.
11,3.424,2026-09-10T09:04:42.190830Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.5,OPEN,0.08,0.209,1.1,0.08,-0.718,2.257,145.0,0.0,-137.7,1,0.104,-0.701,2.383,843.1,655.7,1275.6,975.3,0.025,-0.62,2.372,944.0,832.0,1026.0,952.0,APPROACHED,1,0.161,1,BOX_OPENED,1.0,Deterministic validation consensus.
12,3.52,2026-09-10T09:04:42.286788Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.3,OPEN,0.08,0.21,1.1,0.08,-0.718,2.257,145.0,0.0,-137.7,1,0.104,-0.701,2.383,842.4,656.2,1276.0,975.1,0.059,-0.67,2.343,960.0,784.0,1078.0,886.0,GRASPED,1,0.101,1,BOX_OPENED,1.0,Deterministic validation consensus.
13,3.627,2026-09-10T09:04:42.393864Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,54.0,OPEN,0.079,0.209,1.1,0.079,-0.718,2.257,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.2,657.0,1275.6,975.6,-0.068,-0.623,2.37,857.0,804.0,928.0,974.0,APPROACHED,1,0.209,1,BOX_OPENED,1.0,Deterministic validation consensus.
14,3.756,2026-09-10T09:04:42.523491Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.9,OPEN,0.078,0.209,1.1,0.079,-0.719,2.257,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.7,656.5,1275.5,975.7,0.061,-0.641,2.36,970.0,792.0,1072.0,944.0,APPROACHED,1,0.13,1,BOX_OPENED,1.0,Deterministic validation consensus.
