frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m,llm_verified_step,llm_verified_name,llm_confidence,llm_reason
1,3.472,2026-09-10T08:47:41.036728Z,15.6,0,IDLE,IDLE,NONE,System initialized. Please open the box.,13.3,CLOSED,-0.338,-0.277,1.1,-0.253,-0.856,1.512,145.0,0.0,-137.7,1,0.102,-0.701,2.383,840.2,655.6,1274.7,975.2,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,RELEASED,0,0.635,0,IDLE,1.0,System initialized. Awaiting box opening.
2,3.573,2026-09-10T08:47:41.138086Z,0.3,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the box.,24.4,OPEN,-0.335,-0.277,1.1,-0.328,-1.114,1.969,145.0,0.0,-137.7,1,0.102,-0.701,2.383,840.6,655.1,1274.9,975.3,-0.35,-1.176,2.051,565.0,215.0,655.0,285.0,EXTRACTED,0,0.105,0,IDLE,1.0,System initialized. Awaiting box opening.
3,3.668,2026-09-10T08:47:41.232800Z,10.7,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the box.,33.2,OPEN,-0.337,-0.277,1.1,-0.333,-1.13,1.997,145.0,0.0,-137.7,1,0.101,-0.702,2.382,840.2,654.0,1274.1,974.8,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.074,0,IDLE,1.0,System initialized. Awaiting box opening.
4,3.746,2026-09-10T08:47:41.311245Z,11.2,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the box.,40.6,OPEN,-0.338,-0.277,1.1,-0.338,-1.136,2.008,145.0,0.0,-137.7,1,0.102,-0.702,2.383,841.0,654.7,1274.3,974.6,-0.354,-1.176,2.051,561.0,215.0,651.0,285.0,EXTRACTED,0,0.061,0,IDLE,1.0,System initialized. Awaiting box opening.
5,3.816,2026-09-10T08:47:41.381476Z,13.0,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the box.,46.4,OPEN,-0.34,-0.277,1.1,-0.339,-1.138,2.011,145.0,0.0,-137.7,1,0.104,-0.702,2.383,842.1,653.7,1276.3,975.8,-0.355,-1.176,2.051,560.0,215.0,650.0,285.0,EXTRACTED,0,0.057,0,IDLE,1.0,System initialized. Awaiting box opening.
6,3.888,2026-09-10T08:47:41.453287Z,13.6,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the box.,49.6,OPEN,-0.338,-0.276,1.1,-0.339,-1.138,2.013,145.0,0.0,-137.7,1,0.103,-0.702,2.383,841.7,654.1,1275.0,975.2,-0.354,-1.175,2.051,561.0,216.0,651.0,286.0,EXTRACTED,0,0.055,0,IDLE,1.0,System initialized. Awaiting box opening.
7,3.973,2026-09-10T08:47:41.538509Z,14.7,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Box opened. Next step: Please take out the object.,51.2,OPEN,-0.337,-0.276,1.1,-0.337,-1.139,2.014,145.0,0.0,-137.7,1,0.104,-0.701,2.383,842.6,656.2,1275.8,975.8,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.055,0,IDLE,1.0,System initialized. Awaiting box opening.
8,4.062,2026-09-10T08:47:41.627274Z,11.5,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Box opened. Next step: Please take out the object.,51.8,OPEN,-0.337,-0.276,1.1,-0.337,-1.139,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.6,655.2,1274.6,975.6,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.054,0,IDLE,1.0,System initialized. Awaiting box opening.
9,4.185,2026-09-10T08:47:41.750004Z,9.8,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Box opened. Next step: Please take out the object.,52.2,OPEN,-0.336,-0.276,1.1,-0.336,-1.139,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.5,656.0,1274.9,975.6,-0.351,-1.175,2.051,564.0,216.0,654.0,286.0,EXTRACTED,0,0.054,0,IDLE,1.0,System initialized. Awaiting box opening.
10,4.294,2026-09-10T08:47:41.858739Z,8.1,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Box opened. Next step: Please take out the object.,52.9,OPEN,-0.337,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,843.0,656.2,1274.9,975.8,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.054,0,IDLE,1.0,System initialized. Awaiting box opening.
11,4.374,2026-09-10T08:47:41.938993Z,10.1,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Box opened. Next step: Please take out the object.,53.5,OPEN,-0.337,-0.276,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.104,-0.701,2.383,843.1,655.7,1275.6,975.3,-0.352,-1.175,2.051,563.0,216.0,653.0,286.0,EXTRACTED,0,0.053,0,IDLE,1.0,System initialized. Awaiting box opening.
